Index,Agency Abbreviation,Agency Name,QuestionID,Full Question Text,Tags
477,OPM,Office of Personnel Management,OPM 477,What are the strengths and weakness of the federal classification and pay systems? How can the classification and pay systems be improved?,"Mission-Focused, PMA - Federal Workforce"
478,PMA,President's Management Agenda,PMA 478,"What approaches to recruitment and hiring result in high-performing, diverse teams in Federal agencies?","Operationally-Focused, PMA - Federal Workforce, Equity"
479,PMA,President's Management Agenda,PMA 479,"What hiring assessments and practices effectively identify qualified talent, especially in high-need career series? What approaches result in a positive applicant experience, either leading to acceptance of a position, or willingness for a qualified (but not-selected) candidate to apply for other opportunities? To what extent can alternative hiring mechanisms improve the recruitment of skilled professionals while reducing the time to hire? Do these approaches lead to more or less equitable hiring outcomes?","Operationally-Focused, PMA - Federal Workforce, Equity"
480,PMA,President's Management Agenda,PMA 480,"To  what extent, and through what mechanisms (for example, USAJobs and other application forms and processes, interview questions and format, time to wait for response or decision), might specific requirements (including security clearances) impact Federal recruitment of a diverse, inclusive workforce?","Operationally-Focused, PMA - Federal Workforce, Equity"
481,PMA,President's Management Agenda,PMA 481,What  barriers to entry into Federal service currently exist for potential Federal employees? How do these barriers vary across demographic populations?,"Operationally-Focused, PMA - Federal Workforce, Equity"
482,PMA,President's Management Agenda,PMA 482,"How can the Federal Government organize work, workplaces, and workforces to create a competitive advantage for recruitment and retention? What workplace flexibilities and strategies, including those related to pay and benefits, promote equity, diversity, inclusion, engagement, and performance?","Operationally-Focused, PMA - Federal Workforce, Equity, Future of Work"
483,PMA,President's Management Agenda,PMA 483,"What strategies improve retention, engagement, inclusion, and wellbeing among Federal employees, while reducing burnout and attrition?","Operationally-Focused, PMA - Federal Workforce"
484,PMA,President's Management Agenda,PMA 484,How can the Federal Government be nimbler in understanding the Federal employee experience? What information do agency leaders need to improve employee engagement and retention? How can lessons from customer experience initiatives inform improvements to the Federal employee experience?,"Operationally-Focused, PMA - Federal Workforce, PMA - Customer Experience & Service Delivery"
485,PMA,President's Management Agenda,PMA 485,"Which inclusion and belonging interventions reduce burnout and improve wellbeing and retention, and under what circumstances?","Operationally-Focused, PMA - Federal Workforce"
486,PMA,President's Management Agenda,PMA 486,What management practices advance disability inclusion and empower Federal employees with disabilities?  What management practices advance inclusion and empowerment of other underrepresented Federal employees?,"Operationally-Focused, PMA - Customer Experience & Service Delivery, Equity, Individuals with Disabilities"
487,PMA,President's Management Agenda,PMA 487,"What approaches build a strong, empowered, and diverse cohort across the Federal Government employee lifecycle?","Operationally-Focused, PMA - Federal Workforce, Equity"
488,PMA,President's Management Agenda,PMA 488,"What management strategies (e.g., delegating authorities, rewarding innovative risk) can better empower Federal employees to innovate and solve problems? Which management strategies improve agency and unit-level organizational health? Which strategies and approaches are less effective?","Operationally-Focused, PMA - Federal Workforce"
489,PMA,President's Management Agenda,PMA 489,"What strategies are effective in boosting career growth (including rotations, fellowship programs, mentorship programs, and paid internships)? What approaches to upskilling and reskilling are effective for retention? Which of these strategies effectively strengthen a diverse cohort in senior leadership positions and civil service leadership pipelines? Which strategies and approaches are less effective?","Operationally-Focused, PMA - Federal Workforce"
490,PMA,President's Management Agenda,PMA 490,"How can Federal agencies reduce administrative burdens in programs and services—including complicated, confusing, and time-consuming processes people may encounter when trying to access those programs and services?","Operationally-Focused, PMA - Customer Experience & Service Delivery"
491,PMA,President's Management Agenda,PMA 491,"What approaches effectively reduce unnecessary administrative burdens for people, especially those that disproportionately affect underserved communities? What  approaches are effective in reducing burden consistently across different populations?","Operationally-Focused, PMA - Customer Experience & Service Delivery, Equity"
492,PMA,President's Management Agenda,PMA 492,How can minimizing administrative burdens also improve upon objectives of minimizing improper payments and strengthening program integrity?,"Operationally-Focused, PMA - Customer Experience & Service Delivery"
493,PMA,President's Management Agenda,PMA 493,What approaches deliver an excellent customer experience with the Federal Government?,"Operationally-Focused, PMA - Customer Experience & Service Delivery"
494,PMA,President's Management Agenda,PMA 494,"What mechanisms for integrated services  across different levels of government, communities, and community organizations are effective for reducing the burden on and improving outcomes for customers at specific significant moments in their lives? What kinds of collaboration between Federal agencies and their program delivery partners (e.g., state, local, Tribal, territorial, nonprofit, and industry) contribute to improved equity and programmatic outcomes?","Operationally-Focused, PMA - Customer Experience & Service Delivery"
